Size,Price,Number Available
11,$472,1
11,$477,1
9.5,$500,1
10.5,$500,1
11,$504,1
10,$504,1
9.5,$505,1
8,$506,1
9,$506,1
10.5,$509,1
9,$515,1
8,$520,1
11.5,$520,1
9,$521,1
9,$525,1
8,$525,1
10.5,$540,1
11.5,$544,1
12,$549,1
10,$550,1
7,$562,1
7.5,$562,1
9.5,$565,1
9.5,$566,1
8.5,$584,1
14,$585,1
8.5,$620,1
8.5,$623,1
9.5,$625,1
10,$735,1
10,$1,200,1
6,$1,200,1
9.5,$1,349,1
9,$1,312,681,1
