Size,Price,Number Available
13,$359,2
13,$360,1
14,$366,1
14,$370,1
14,$371,1
14,$372,1
13,$375,1
11.5,$381,1
11.5,$381,1
11.5,$381,1
11.5,$386,1
12,$387,2
12,$391,1
12,$395,2
11.5,$395,1
12,$399,1
11.5,$400,1
14,$400,1
10.5,$400,1
13,$400,2
11.5,$386,1
12,$387,2
12,$391,1
12,$395,2
11.5,$395,1
12,$399,1
11.5,$400,1
14,$400,1
10.5,$400,1
13,$400,2
