Size,Price,Number Available
7,$842,1
6.5,$842,1
6.5,$851,1
10,$858,1
11,$860,1
11,$880,1
10.5,$888,1
10,$899,1
11,$899,1
8.5,$900,1
10.5,$900,1
7,$900,2
8.5,$927,1
8.5,$928,1
11.5,$929,1
9.5,$932,1
8,$935,1
8,$936,1
10,$938,1
10.5,$938,1
10.5,$900,1
7,$900,2
8.5,$927,1
8.5,$928,1
11.5,$929,1
9.5,$932,1
8,$935,1
8,$936,1
10,$938,1
10.5,$938,1
10.5,$938,1
4.5,$938,1
11,$938,1
6.5,$939,1
8,$941,1
11.5,$949,1
9.5,$950,1
11,$950,1
7.5,$950,2
9.5,$952,1
