Size,Price,Number Available
9,$242,1
9,$243,5
9,$244,1
9,$245,4
9,$248,2
8,$249,1
9,$249,5
8,$249,3
9,$250,1
10,$250,1
9,$250,26
11.5,$250,1
8,$250,4
8.5,$250,1
9,$252,2
8,$252,2
10,$253,4
9,$253,1
10,$254,1
8.5,$255,2
9,$250,26
11.5,$250,1
8,$250,4
8.5,$250,1
9,$252,2
8,$252,2
10,$253,4
9,$253,1
10,$254,1
8.5,$255,2
9,$255,8
10,$255,5
8.5,$255,2
10,$256,2
9,$257,1
9.5,$257,1
10,$257,1
8.5,$258,2
9,$258,1
10,$258,1
