Size,Price,Number Available
17,$410,1
16,$405,1
17,$399,1
5.5,$385,1
5.5,$380,1
5.5,$371,1
4.5,$371,1
4.5,$370,1
16,$350,1
5.5,$350,1
6.5,$350,1
4.5,$350,1
6,$346,1
5,$345,1
6,$341,1
6,$340,1
5.5,$340,2
5,$339,1
6,$338,1
5,$338,1
6.5,$350,1
4.5,$350,1
6,$346,1
5,$345,1
6,$341,1
6,$340,1
5.5,$340,2
5,$339,1
6,$338,1
5,$338,1
4.5,$336,1
6,$335,1
5.5,$331,1
5,$330,1
6.5,$330,1
6.5,$329,1
4.5,$325,1
6,$320,1
4.5,$320,1
5.5,$320,1
