Size,Price,Number Available
11,$210,1
9.5,$210,1
11,$206,1
9.5,$204,1
11,$200,1
5,$197,1
10,$180,1
9,$170,1
10.5,$170,1
11,$170,1
11,$170,1
11,$168,1
10,$161,1
13,$160,1
12.5,$160,1
11.5,$155,1
12.5,$155,1
9,$150,1
12.5,$150,1
8.5,$150,1
11,$170,1
11,$168,1
10,$161,1
13,$160,1
12.5,$160,1
11.5,$155,1
12.5,$155,1
9,$150,1
12.5,$150,1
8.5,$150,1
