Size,Price,Number Available
5.5,$530,1
5.5,$521,1
5,$490,1
5.5,$486,1
4.5,$475,1
4.5,$461,1
4.5,$460,2
4.5,$457,1
5.5,$455,1
5,$452,1
4.5,$451,1
5.5,$451,1
5,$450,1
5.5,$450,1
6,$445,2
6.5,$441,1
4,$441,1
6.5,$440,1
4,$440,1
5,$430,1
4,$428,1
4,$427,1
6.5,$425,1
4.5,$425,2
6,$424,1
5,$422,1
6,$422,1
4.5,$422,1
5,$421,1
4,$421,1
