Size,Price,Number Available
10.5,$120,1
13,$106,1
11,$80,1
10,$70,1
10,$65,1
11,$60,1
9.5,$57,1
9.5,$50,1
11.5,$50,1
7,$25,1
10,$25,1
9,$25,1
12.5,$25,1
12,$25,1
13,$25,1
