Size,Price,Number Available
5K,$290,1
5K,$285,1
5K,$281,1
8K,$245,1
6K,$241,1
6K,$240,1
9K,$240,1
8K,$240,1
10K,$240,1
6K,$236,1
10K,$231,1
9K,$230,1
10K,$226,1
9K,$226,1
6K,$226,1
7K,$225,1
10K,$216,1
8K,$216,1
10K,$215,1
7K,$201,1
6K,$200,1
7K,$155,1
8K,$150,1
7K,$145,1
5K,$39,1
