,Date,Time,Size,Price
0,"Thursday, March 7, 2019",1:31 PM EST,10,$800
1,"Thursday, March 7, 2019",10:43 AM EST,11,$850
2,"Wednesday, March 6, 2019",6:30 PM EST,11,$745
3,"Wednesday, March 6, 2019",1:35 PM EST,10,$850
4,"Tuesday, March 5, 2019",2:15 AM EST,11,$840
5,"Saturday, March 2, 2019",6:13 PM EST,9,$820
6,"Friday, March 1, 2019",6:03 PM EST,12.5,$800
7,"Friday, March 1, 2019",4:24 PM EST,11.5,$800
8,"Friday, March 1, 2019",7:16 AM EST,8.5,$841
9,"Friday, February 22, 2019",2:40 PM EST,8.5,$765
10,"Friday, February 22, 2019",2:36 PM EST,8.5,$836
11,"Thursday, February 21, 2019",10:46 PM EST,10.5,$851
12,"Saturday, February 16, 2019",4:51 PM EST,9.5,$800
13,"Saturday, February 16, 2019",10:31 AM EST,7,$810
14,"Wednesday, February 13, 2019",7:28 PM EST,10,$760
15,"Friday, February 8, 2019",2:54 PM EST,9,$879
16,"Thursday, February 7, 2019",10:22 PM EST,9,$850
17,"Thursday, February 7, 2019",11:52 AM EST,9,$853
18,"Thursday, February 7, 2019",10:09 AM EST,8.5,$910
19,"Wednesday, February 6, 2019",11:25 PM EST,9.5,$771
20,"Friday, February 22, 2019",2:36 PM EST,8.5,$836
21,"Thursday, February 21, 2019",10:46 PM EST,10.5,$851
22,"Saturday, February 16, 2019",4:51 PM EST,9.5,$800
23,"Saturday, February 16, 2019",10:31 AM EST,7,$810
24,"Wednesday, February 13, 2019",7:28 PM EST,10,$760
25,"Friday, February 8, 2019",2:54 PM EST,9,$879
26,"Thursday, February 7, 2019",10:22 PM EST,9,$850
27,"Thursday, February 7, 2019",11:52 AM EST,9,$853
28,"Thursday, February 7, 2019",10:09 AM EST,8.5,$910
29,"Wednesday, February 6, 2019",11:25 PM EST,9.5,$771
30,"Wednesday, February 6, 2019",9:14 PM EST,11,$500
31,"Wednesday, February 6, 2019",4:25 PM EST,12,$899
32,"Wednesday, February 6, 2019",3:52 PM EST,12,$900
33,"Wednesday, February 6, 2019",3:50 PM EST,8.5,$850
34,"Wednesday, February 6, 2019",3:17 PM EST,5.5,$830
35,"Wednesday, February 6, 2019",1:20 PM EST,10.5,$801
36,"Wednesday, February 6, 2019",12:19 PM EST,14.5,$900
37,"Wednesday, February 6, 2019",4:25 AM EST,12,$900
38,"Tuesday, February 5, 2019",12:36 PM EST,7,$738
39,"Tuesday, February 5, 2019",12:36 PM EST,7,$740
40,"Monday, February 4, 2019",5:19 PM EST,5,$800
41,"Monday, February 4, 2019",12:58 PM EST,10,$916
42,"Saturday, February 2, 2019",10:43 AM EST,11.5,$916
43,"Friday, February 1, 2019",8:18 AM EST,11,$981
44,"Thursday, January 31, 2019",8:42 PM EST,11,$978
45,"Thursday, January 31, 2019",9:20 AM EST,10.5,$854
46,"Tuesday, January 29, 2019",1:40 PM EST,11,$964
47,"Monday, January 28, 2019",6:32 PM EST,7,$740
48,"Saturday, January 26, 2019",4:41 PM EST,7.5,$792
49,"Saturday, January 26, 2019",2:44 PM EST,8,$800
