,Date,Time,Size,Price
0,"Thursday, March 7, 2019",12:37 AM EST,10.5,$825
1,"Wednesday, March 6, 2019",5:30 PM EST,9,$837
2,"Wednesday, March 6, 2019",11:12 AM EST,10,$721
3,"Wednesday, March 6, 2019",12:45 AM EST,11,$887
4,"Tuesday, March 5, 2019",11:38 AM EST,9,$885
5,"Sunday, March 3, 2019",11:16 PM EST,11,$885
6,"Saturday, March 2, 2019",11:53 AM EST,10.5,$838
7,"Friday, March 1, 2019",12:07 PM EST,9.5,$910
8,"Friday, March 1, 2019",9:15 AM EST,9.5,$760
9,"Friday, March 1, 2019",9:14 AM EST,9.5,$765
10,"Tuesday, February 26, 2019",12:46 PM EST,8,$995
11,"Monday, February 25, 2019",4:27 PM EST,12,$840
12,"Sunday, February 24, 2019",9:05 PM EST,12,$955
13,"Sunday, February 24, 2019",9:01 PM EST,11,$833
14,"Saturday, February 23, 2019",4:20 AM EST,10.5,$824
15,"Friday, February 22, 2019",2:39 PM EST,9,$760
16,"Friday, February 22, 2019",2:34 PM EST,8.5,$780
17,"Thursday, February 21, 2019",11:54 PM EST,9,$885
18,"Thursday, February 21, 2019",10:49 PM EST,10.5,$800
19,"Thursday, February 21, 2019",4:02 PM EST,9.5,$899
20,"Thursday, February 21, 2019",1:32 PM EST,11,$800
21,"Wednesday, February 20, 2019",3:13 PM EST,8,$863
22,"Sunday, February 17, 2019",6:34 PM EST,11,$800
23,"Saturday, February 16, 2019",3:54 PM EST,11,$800
24,"Saturday, February 16, 2019",3:52 PM EST,9,$860
25,"Saturday, February 16, 2019",11:15 AM EST,8.5,$900
26,"Friday, February 15, 2019",4:52 PM EST,7.5,$900
27,"Friday, February 15, 2019",3:53 PM EST,11.5,$890
28,"Thursday, February 14, 2019",3:43 AM EST,10,$875
29,"Wednesday, February 13, 2019",10:37 AM EST,10.5,$755
30,"Wednesday, February 13, 2019",12:37 AM EST,11.5,$800
31,"Monday, February 11, 2019",4:30 PM EST,10,$840
32,"Sunday, February 10, 2019",8:47 PM EST,9,$890
33,"Sunday, February 10, 2019",5:15 PM EST,9.5,$800
34,"Friday, February 8, 2019",4:12 PM EST,12,$999
35,"Friday, February 8, 2019",3:40 AM EST,8,$950
36,"Thursday, February 7, 2019",10:13 AM EST,11.5,$791
37,"Thursday, February 7, 2019",8:25 AM EST,9.5,$753
38,"Wednesday, February 6, 2019",4:14 PM EST,8.5,"$1,000"
39,"Wednesday, February 6, 2019",2:00 PM EST,9,$802
40,"Wednesday, February 6, 2019",12:10 PM EST,11.5,$850
41,"Tuesday, February 5, 2019",4:00 AM EST,9.5,$900
42,"Saturday, February 2, 2019",10:12 AM EST,11.5,$840
43,"Thursday, January 31, 2019",8:35 AM EST,8.5,$850
44,"Wednesday, January 30, 2019",12:25 PM EST,9,$894
45,"Monday, January 28, 2019",9:24 PM EST,7,$932
46,"Monday, January 28, 2019",1:04 AM EST,10.5,$880
47,"Sunday, January 27, 2019",6:02 AM EST,10.5,$845
48,"Friday, January 25, 2019",10:43 PM EST,10.5,$815
49,"Friday, January 25, 2019",12:05 PM EST,10.5,$814
