Size,Price,Number Available
14,$225,1
14,$205,1
12,$100,1
11,$80,1
9,$75,1
10,$70,1
10.5,$65,1
10.5,$64,1
11,$62,1
10.5,$60,1
13,$60,1
10,$60,2
10.5,$57,1
10.5,$56,1
11,$55,1
8,$51,1
10.5,$50,1
9.5,$50,1
8,$40,1
13,$30,1
13,$60,1
10,$60,2
10.5,$57,1
10.5,$56,1
11,$55,1
8,$51,1
10.5,$50,1
9.5,$50,1
8,$40,1
13,$30,1
