Size,Price,Number Available
10,$160,1
10,$155,1
9.5,$151,1
8.5,$151,1
9.5,$150,1
8.5,$150,3
9,$150,1
5.5,$150,1
8,$142,1
10,$140,1
8,$120,1
7.5,$100,1
11,$75,1
11.5,$75,1
11,$26,1
