Size,Price,Number Available
15,$150,1
12,$107,1
11,$105,1
10,$100,1
12.5,$95,1
13,$90,1
10,$85,1
11,$80,1
9,$80,1
10,$75,1
9.5,$70,1
10.5,$69,1
12,$68,1
11.5,$67,1
13,$55,1
9.5,$50,1
9.5,$70,1
10.5,$69,1
12,$68,1
11.5,$67,1
13,$55,1
9.5,$50,1
