Size,Price,Number Available
10,$189,1
10.5,$189,1
11,$191,1
10.5,$200,1
9.5,$200,1
8.5,$200,1
13,$200,1
11.5,$200,1
10,$200,1
8,$200,1
11,$200,1
9,$200,1
12,$200,1
11,$200,1
9,$200,1
12,$200,1
