Size,Price,Number Available
9.5,$120,1
11,$120,1
12,$120,1
6,$120,1
8,$120,1
7,$120,1
13,$120,1
11.5,$120,1
10,$120,1
9,$120,1
10.5,$120,1
5,$120,1
8.5,$120,1
9,$295,1
10.5,$295,1
8.5,$295,1
9.5,$295,1
11,$295,1
12,$295,1
8,$295,1
10.5,$120,1
5,$120,1
8.5,$120,1
9,$295,1
10.5,$295,1
8.5,$295,1
9.5,$295,1
11,$295,1
12,$295,1
8,$295,1
10,$295,1
11.5,$350,1
